G1;G2;G3;G4;G5;G6;G7;G8;G9
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ЧЕРНЫШЕВСКОГО Н.Г. УЛ;203;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ЧЕРНЫШЕВСКОГО Н.Г. УЛ;94;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ЧЕРНЫШЕВСКОГО Н.Г. УЛ;88;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ЧЕРНЫШЕВСКОГО Н.Г. УЛ;153;;213;12
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ЧЕРНЫШЕВСКОГО Н.Г. УЛ;88;;;17
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;КОСМОНАВТОВ НАБ;7 А;;;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ПУГАЧЕВА Е.И. УЛ;10;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ПЕСЧАНО-УМЕТСКИЙ ТРАКТ;10;--;-;11
САРАТОВСКАЯ ОБЛ;;БАЛАКОВО Г;;ВОЛЖСКАЯ УЛ;74А;-------;------;20
САРАТОВСКАЯ ОБЛ;;БАЛАКОВО Г;;БУЛЬВАР РОЗ УЛ;13;;;10
САРАТОВСКАЯ ОБЛ;;БАЛАКОВО Г;;САРАТОВСКОЕ ШОССЕ УЛ;2;;;14
САРАТОВСКАЯ ОБЛ;;БАЛАКОВО Г;;ТРНАВСКАЯ УЛ;12;;;12
САРАТОВСКАЯ ОБЛ;;БАЛАКОВО Г;;ТРАНСПОРТНАЯ УЛ;3;;;10
САРАТОВСКАЯ ОБЛ;;БАЛАКОВО Г;;СТАДИОННАЯ УЛ;5;---;---;10
САРАТОВСКАЯ ОБЛ;;БАЛАШОВ Г;;КАРЛА МАРКСА УЛ;39;;;11
САРАТОВСКАЯ ОБЛ;;ВОЛЬСК Г;;ОКТЯБРЬСКАЯ УЛ;114;;;14
САРАТОВСКАЯ ОБЛ;;КРАСНОАРМЕЙСК Г;;ЛЕНИНА УЛ;62;;;10
САРАТОВСКАЯ ОБЛ;;РТИЩЕВО Г;;КРАСНАЯ УЛ;6;;;18
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;ЛЬВА КАССИЛЯ УЛ;14;-;-;17
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;КРУПСКОЙ ПРОЕЗД;71;;;10
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;МАЯКОВСКОГО УЛ;29;-;-;11
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;МАРИНЫ РАСКОВОЙ УЛ;4;;;14
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;СТРОИТЕЛЕЙ ПР-КТ;7А;-;-;13
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;СТУДЕНЧЕСКАЯ УЛ;205;-;-;10
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;1-Й СТУДЕНЧЕСКИЙ ПРОЕЗД;2;А;;14
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;ТЕЛЬМАНА УЛ;16;;;13
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;ТОМСКАЯ УЛ;49;;;11
САРАТОВСКАЯ ОБЛ;;ЭНГЕЛЬС Г;;ХИМИКОВ ПР-КТ;1;-;-;20
САРАТОВСКАЯ ОБЛ;САРАТОВСКИЙ Р-Н;;ДУБКИ П;РАХОВА УЛ;22;-;-;13
САРАТОВСКАЯ ОБЛ;САРАТОВСКИЙ Р-Н;;РАСКОВО П;ВОЛЬСКИЙ ТРАКТ;1;;;11
САРАТОВСКАЯ ОБЛ;ЕРШОВСКИЙ Р-Н;ЕРШОВ Г;;ИНТЕРНАЦИОНАЛЬНАЯ УЛ;7;;;11
САРАТОВСКАЯ ОБЛ;КРАСНОКУТСКИЙ Р-Н;КРАСНЫЙ КУТ Г;;ПОБЕДЫ ПР-КТ;1;;;11
САРАТОВСКАЯ ОБЛ;НОВОБУРАССКИЙ Р-Н;;НОВЫЕ БУРАСЫ РП;СОВЕТСКАЯ УЛ;3;;;10
САРАТОВСКАЯ ОБЛ;ОЗИНСКИЙ Р-Н;;ОЗИНКИ РП;ЛЕНИНА УЛ;14;;;14
САРАТОВСКАЯ ОБЛ;ТАТИЩЕВСКИЙ Р-Н;;ТАТИЩЕВО РП;СОВЕТСКАЯ УЛ;13;-;-;13
САРАТОВСКАЯ ОБЛ;ФЕДОРОВСКИЙ Р-Н;;МОКРОУС РП;ЦЕНТРАЛЬНАЯ УЛ;55;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;АМУРСКАЯ УЛ;187;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;АЛТАЙСКИЙ ПЕР;15;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;ВОКЗАЛЬНАЯ УЛ;56;;;13
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;ИМЕНИ 1905 ГОДА УЛ;27;;;11
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;ИМЕНИ Ф.Э.ДЗЕРЖИНСКОГО УЛ;40;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;КАРЛА МАРКСА УЛ;32;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;КОЛОДЕЗНАЯ УЛ;8;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;КОММУНИСТИЧЕСКИЙ ПР-КТ;39;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;КОМСОМОЛЬСКАЯ УЛ;285;А;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;КРЮКОВА Д.Н. УЛ;57;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;ЛЕНИНА УЛ;213;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;МИРА ПР-КТ;56;А;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;МИРА ПР-КТ;5-В;;;11
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;МИРА ПР-КТ;2;;;14
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;ПОГРАНИЧНАЯ УЛ;3;;;11
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;САХАЛИНСКАЯ УЛ;82;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;ХАБАРОВСКАЯ УЛ;47;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;ХОЛМСКОЕ Ш;5;;;10
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;ХОЛМСКОЕ Ш;2;;;11
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;;КОМАРОВА УЛ;1;;;11
САХАЛИНСКАЯ ОБЛ;;ЮЖНО-САХАЛИНСК Г;ДАЛЬНЕЕ С;УДАРНАЯ УЛ;4/7;;;26
САХАЛИНСКАЯ ОБЛ;ДОЛИНСКИЙ Р-Н;ДОЛИНСК Г;;ПИОНЕРСКАЯ УЛ;9А;;;11
САХАЛИНСКАЯ ОБЛ;КОРСАКОВСКИЙ Р-Н;КОРСАКОВ Г;;НАГОРНАЯ УЛ;3;;;15
САХАЛИНСКАЯ ОБЛ;УГЛЕГОРСКИЙ Р-Н;УГЛЕГОРСК Г;;ПОБЕДЫ УЛ;142;;;12
САХАЛИНСКАЯ ОБЛ;УГЛЕГОРСКИЙ Р-Н;УГЛЕГОРСК Г;;СВОБОДНАЯ УЛ;1;;;10
САХАЛИНСКАЯ ОБЛ;ХОЛМСКИЙ Р-Н;ХОЛМСК Г;;ПОБЕДЫ УЛ;16;;;10
САХАЛИНСКАЯ ОБЛ;ХОЛМСКИЙ Р-Н;ХОЛМСК Г;;ПРИГОРОДНАЯ УЛ;2;НЕТ;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;40-ЛЕТИЯ КОМСОМОЛА УЛ;38;;17-19;4
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;40-ЛЕТИЯ КОМСОМОЛА УЛ;1-А;ЛИТЕР Н;;14
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;8 МАРТА УЛ;13;;;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;8 МАРТА УЛ;12;А;1117;19
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;8 МАРТА УЛ;46;-;-;20
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;АВТОМАТИКИ ПЕР;3/1;;;52
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;АКАДЕМИКА БАРДИНА УЛ;28;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;АНТОНА ВАЛЕКА УЛ;19;;;17
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БАЖОВА УЛ;87;;19;2
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БАХЧИВАНДЖИ УЛ;2;КОРПУС Б;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БЕЛИНСКОГО УЛ;39;;1402;15
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БЕЛИНСКОГО УЛ;41;;;25
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БЕЛИНСКОГО УЛ;83;;711/1;159
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БЕЛОРЕЧЕНСКАЯ УЛ;13;1;КВ. 21;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БЕЛОЯРСКАЯ УЛ;36;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БЕТОНЩИКОВ УЛ;5;-;-;27
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ВАЙНЕРА УЛ;15;;;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ВАЙНЕРА УЛ;9А;;;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ВИЛОНОВА УЛ;41;А;-;2
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ВОЛХОВСКАЯ УЛ;20;;;28
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;БИСЕРТСКАЯ УЛ;29;;;12
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ВОСТОЧНАЯ УЛ;56;;1202/2;4
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ВОСТОЧНАЯ УЛ;56;;723;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ВОСТОЧНАЯ УЛ;160;А;17;32
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЕЛИЗАВЕТИНСКОЕ Ш;29;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЗАВОДСКАЯ УЛ;45 Д;;ОФИС 210;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;КИРОВА УЛ;28;;;19
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;КОММУНИСТИЧЕСКАЯ УЛ;151;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;КОСМОНАВТОВ ПР-КТ;18;;;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЛЕНИНА ПР-КТ;101;2;-;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЛЕНИНА ПР-КТ;50Б;;712;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЛЕНИНА ПР-КТ;41;;ОФИС 303;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЛЕНИНА ПР-КТ;5;;130;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЛЕНИНА ПР-КТ;97;А;-;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЛЕНИНА ПР-КТ;5;Л;;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЛУНАЧАРСКОГО УЛ;194;;ОФИС 116;222
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МАЛЫШЕВА УЛ;101;;;20
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МАМИНА-СИБИРЯКА УЛ;101;;8.19;8
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МАМИНА-СИБИРЯКА УЛ;36;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МАМИНА-СИБИРЯКА УЛ;145;;;87
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МАМИНА-СИБИРЯКА УЛ;101;;;249
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МАНЕВРОВАЯ УЛ;47;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МАРАТА УЛ;17;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МИРА УЛ;44;;;12
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МОНТАЖНИКОВ УЛ;4;;;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;МОНТЕРСКАЯ УЛ;3;;;16
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;НОВИНСКАЯ УЛ;2;;;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;НОВОСТРОЯ УЛ;1;А;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ОКРУЖНАЯ УЛ;88;;;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ПЕРВОМАЙСКАЯ УЛ;76;---;---;69
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ПРОЕЗЖАЯ УЛ;9;А;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;РАДИЩЕВА УЛ;55;;;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;РАДИЩЕВА УЛ;33;НЕТ;НЕТ;20
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;РЕПИНА УЛ;42А;;202;12
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СМАЗЧИКОВ УЛ;3;;ОФИС 11;5
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СОНИ МОРОЗОВОЙ УЛ;190;;;28
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СОНИ МОРОЗОВОЙ УЛ;180;;;82
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СТУДЕНЧЕСКАЯ УЛ;80;;96;3
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СТУДЕНЧЕСКАЯ УЛ;80;;176;4
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СТУДЕНЧЕСКАЯ УЛ;;80;55;8
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СТУДЕНЧЕСКАЯ УЛ;;80;9;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СТУДЕНЧЕСКАЯ УЛ;1;Д;;86
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;СЫРОМОЛОТОВА УЛ;17;;;12
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ТАГАНСКАЯ УЛ;55;А;ПОМЕЩЕНИЕ 9;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ТВЕРИТИНА УЛ;34;;;142
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ТИТОВА УЛ;31-А;;207;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;УРАЛЬСКАЯ УЛ;74;;;15
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ФРОНТОВЫХ БРИГАД УЛ;18;;;15
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ФРУНЗЕ УЛ;35;А;;12
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ХИБИНОГОРСКИЙ ПЕР;33;;;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЧЕРКАССКАЯ УЛ;10;;221;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ШАЙТАНСКИЙ ПЕР;34;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ШЕФСКАЯ УЛ;1;Б;;17
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЩЕРБАКОВА УЛ;4;;;10
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЩОРСА УЛ;7;;;23
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ЭНГЕЛЬСА УЛ;36;;702/1;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ОКТЯБРЬСКАЯ ПЛ;1;;;13
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ВАСИЛЬКОВАЯ УЛ;23;;;11
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ОЧЕРЕТИНА УЛ;11;;ОФИС 1;16
СВЕРДЛОВСКАЯ ОБЛ;;ЕКАТЕРИНБУРГ Г;;ШОФЕРОВ ПЕР;5;;;153
СВЕРДЛОВСКАЯ ОБЛ;;БЕРЕЗОВСКИЙ Г;;ТЕАТРАЛЬНАЯ УЛ;9;;;10
СВЕРДЛОВСКАЯ ОБЛ;;БЕРЕЗОВСКИЙ Г;;П.ПЕРВОМАЙСКИЙ ТЕР;24;;;12
СВЕРДЛОВСКАЯ ОБЛ;;ВЕРХНЯЯ ПЫШМА Г;;КРАСНОАРМЕЙСКАЯ УЛ;13;;;17
СВЕРДЛОВСКАЯ ОБЛ;;ВЕРХНЯЯ ПЫШМА Г;;МИЧУРИНА УЛ;10;Б;-;10
СВЕРДЛОВСКАЯ ОБЛ;;ВЕРХНЯЯ ПЫШМА Г;;УСПЕНСКИЙ ПР-КТ;131;;;11
СВЕРДЛОВСКАЯ ОБЛ;;ВЕРХНЯЯ ПЫШМА Г;;УСПЕНСКИЙ ПР-КТ;1;;;12
СВЕРДЛОВСКАЯ ОБЛ;;ВЕРХНЯЯ ПЫШМА Г;;ПЕТРОВА УЛ;11;НЕТ;НЕТ;10
СВЕРДЛОВСКАЯ ОБЛ;;ЗАРЕЧНЫЙ Г;;ПОПОВА УЛ;3;-;-;11
СВЕРДЛОВСКАЯ ОБЛ;;ИВДЕЛЬ Г;;АЛЕКСАНДРА ВОРОШИЛОВА УЛ;4;;;10
СВЕРДЛОВСКАЯ ОБЛ;;КАРПИНСК Г;;МИРА УЛ;63;;;10
СВЕРДЛОВСКАЯ ОБЛ;;КАЧКАНАР Г;;ТУРГЕНЕВА УЛ;1;;;10
СВЕРДЛОВСКАЯ ОБЛ;;КАЧКАНАР Г;;СВЕРДЛОВА УЛ;8;;;10
СВЕРДЛОВСКАЯ ОБЛ;;КРАСНОТУРЬИНСК Г;;МОЛОДЕЖНАЯ УЛ;1;;;18
СВЕРДЛОВСКАЯ ОБЛ;;НИЖНЯЯ ТУРА Г;;40 ЛЕТ ОКТЯБРЯ УЛ;2;А;;12
СВЕРДЛОВСКАЯ ОБЛ;;ПЕРВОУРАЛЬСК Г;;БЕЛИНСКОГО УЛ;100;;;11
СВЕРДЛОВСКАЯ ОБЛ;;ПЕРВОУРАЛЬСК Г;;КОМСОМОЛЬСКАЯ УЛ;13;;;13
СВЕРДЛОВСКАЯ ОБЛ;;ПЕРВОУРАЛЬСК Г;;ВАЙНЕРА УЛ;45В;;1;10
СВЕРДЛОВСКАЯ ОБЛ;;ПЕРВОУРАЛЬСК Г;;ВАЙНЕРА УЛ;20;;;11
СВЕРДЛОВСКАЯ ОБЛ;;ПЕРВОУРАЛЬСК Г;;СТАХОВА УЛ;2А;;;17
СВЕРДЛОВСКАЯ ОБЛ;;СЕВЕРОУРАЛЬСК Г;;ЧАЙКОВСКОГО УЛ;15;;;11
СВЕРДЛОВСКАЯ ОБЛ;;КАМЕНСК-УРАЛЬСКИЙ Г;;ОКТЯБРЬСКАЯ УЛ;21;;;10
СВЕРДЛОВСКАЯ ОБЛ;;КАМЕНСК-УРАЛЬСКИЙ Г;;ПАВЛОВА УЛ;5;;;11
СВЕРДЛОВСКАЯ ОБЛ;;НИЖНИЙ ТАГИЛ Г;;ИНДУСТРИАЛЬНАЯ УЛ;42;;;13
СВЕРДЛОВСКАЯ ОБЛ;;НИЖНИЙ ТАГИЛ Г;;КРАСНОАРМЕЙСКАЯ УЛ;46;;;10
СВЕРДЛОВСКАЯ ОБЛ;;НИЖНИЙ ТАГИЛ Г;;ЭНТУЗИАСТОВ УЛ;35;-;-;12
СВЕРДЛОВСКАЯ ОБЛ;;НИЖНИЙ ТАГИЛ Г;;ЮНОСТИ УЛ;10;;;11
СВЕРДЛОВСКАЯ ОБЛ;;НИЖНИЙ ТАГИЛ Г;;СЕВЕРНОЕ Ш;21;;;12
СВЕРДЛОВСКАЯ ОБЛ;;НИЖНИЙ ТАГИЛ Г;;ТРИКОТАЖНИКОВ УЛ;1;-;-;13
СВЕРДЛОВСКАЯ ОБЛ;;ИРБИТ Г;;СОВЕТСКАЯ УЛ;100;;;28
СВЕРДЛОВСКАЯ ОБЛ;;КАМЫШЛОВ Г;;СВЕРДЛОВА УЛ;41;;;18
СВЕРДЛОВСКАЯ ОБЛ;;КРАСНОУФИМСК Г;;СОВЕТСКАЯ УЛ;25;;;15
СВЕРДЛОВСКАЯ ОБЛ;;СРЕДНЕУРАЛЬСК Г;;УРАЛЬСКАЯ УЛ;26;;;13
СВЕРДЛОВСКАЯ ОБЛ;;СРЕДНЕУРАЛЬСК Г;;ЛЕНИНА УЛ;1;НЕТ;НЕТ;13
СВЕРДЛОВСКАЯ ОБЛ;;ДЕГТЯРСК Г;;КАЛИНИНА УЛ;46;;;10
СВЕРДЛОВСКАЯ ОБЛ;АРТЕМОВСКИЙ Р-Н;АРТЕМОВСКИЙ Г;;СОВЕТОВ ПЛ;3;;;14
СВЕРДЛОВСКАЯ ОБЛ;АРТИНСКИЙ Р-Н;;АРТИ ПГТ;ЛЕНИНА УЛ;100;;;14
СВЕРДЛОВСКАЯ ОБЛ;АЧИТСКИЙ Р-Н;;АЧИТ ПГТ;КРИВОЗУБОВА УЛ;2;;;15
СВЕРДЛОВСКАЯ ОБЛ;БАЙКАЛОВСКИЙ Р-Н;;БАЙКАЛОВО С;РЕВОЛЮЦИИ УЛ;25;-;-;11
СВЕРДЛОВСКАЯ ОБЛ;БЕЛОЯРСКИЙ Р-Н;;БЕЛОЯРСКИЙ ПГТ;ТРАКТОВАЯ УЛ;7;;;10
СВЕРДЛОВСКАЯ ОБЛ;БЕЛОЯРСКИЙ Р-Н;;БЕЛОЯРСКИЙ ПГТ;ЛЕНИНА УЛ;263;;;11
СВЕРДЛОВСКАЯ ОБЛ;БЕЛОЯРСКИЙ Р-Н;;КОСУЛИНО С;КУЗНЕЧНАЯ УЛ;7;А;;12
СВЕРДЛОВСКАЯ ОБЛ;КАМЕНСКИЙ Р-Н;;МАРТЮШ ПГТ;ТИТОВА УЛ;8;;;20
СВЕРДЛОВСКАЯ ОБЛ;НИЖНЕСЕРГИНСКИЙ Р-Н;НИЖНИЕ СЕРГИ Г;;ТИТОВА УЛ;39;;;10
СВЕРДЛОВСКАЯ ОБЛ;РЕЖЕВСКОЙ Р-Н;РЕЖ Г;;ЭНГЕЛЬСА УЛ;6;А;;12
СВЕРДЛОВСКАЯ ОБЛ;РЕЖЕВСКОЙ Р-Н;РЕЖ Г;;СОВЕТСКАЯ УЛ;1;;;13
СВЕРДЛОВСКАЯ ОБЛ;СЛОБОДО-ТУРИНСКИЙ Р-Н;;ТУРИНСКАЯ СЛОБОДА С;ЛЕНИНА УЛ;1;;;11
СВЕРДЛОВСКАЯ ОБЛ;СЫСЕРТСКИЙ Р-Н;СЫСЕРТЬ Г;;ЛЕНИНА УЛ;35;;;18
СВЕРДЛОВСКАЯ ОБЛ;СЫСЕРТСКИЙ Р-Н;АРАМИЛЬ Г;;РЕЧНОЙ ПЕР;1;;;12
СВЕРДЛОВСКАЯ ОБЛ;СЫСЕРТСКИЙ Р-Н;АРАМИЛЬ Г;;1 МАЯ УЛ;12;;;11
СВЕРДЛОВСКАЯ ОБЛ;ТАБОРИНСКИЙ Р-Н;;ТАБОРЫ С;СОВЕТСКАЯ УЛ;4;;;12
СВЕРДЛОВСКАЯ ОБЛ;ТАЛИЦКИЙ Р-Н;ТАЛИЦА Г;;ЛУНАЧАРСКОГО УЛ;59;;;11
СВЕРДЛОВСКАЯ ОБЛ;ТУГУЛЫМСКИЙ Р-Н;;ТУГУЛЫМ ПГТ;50 ЛЕТ ОКТЯБРЯ ПЛ;1;;;16
СВЕРДЛОВСКАЯ ОБЛ;ТУРИНСКИЙ Р-Н;ТУРИНСК Г;;СОВЕТСКАЯ УЛ;10;НЕТ;НЕТ;10
СМОЛЕНСКАЯ ОБЛ;;СМОЛЕНСК Г;;12 ЛЕТ ОКТЯБРЯ УЛ;7Г;;52;5
СМОЛЕНСКАЯ ОБЛ;;СМОЛЕНСК Г;;25 СЕНТЯБРЯ УЛ;64;;;10
СМОЛЕНСКАЯ ОБЛ;;СМОЛЕНСК Г;;БАГРАТИОНА УЛ;4;;;8
